CustomerID,Name,Age,MonthlyBill,DataUsageGB,ContractMonths,DevicesOwned,Exited,PhoneNumber,EmailAddress,City,State,ZipCode,PlanType,TotalSpent,CustomerSince,LastInteraction
852f0df0-b94e-4f59-9831-a472df8f9c88,Lauren Mccoy,50,173.39,6.29,12,3,1,607-215-5239x4741,melaniemurphy@example.com,Davidfurt,Virginia,86800,Basic,186.43,2018-11-24,2023-08-01
df1b9996-7e78-4306-a784-ad83ba52ec13,Melinda Smith,68,157.69,4.88,12,3,1,001-599-247-8770x543,sanderssergio@example.com,Kochberg,Iowa,70048,Basic,532.09,2023-08-03,2023-04-16
335bbe90-d218-4aad-a7af-a88f9941bfbc,Shawna Hall,72,32.04,1.53,36,5,1,572.646.7492x929,hickslaura@example.org,West Emilychester,North Dakota,96767,Premium,456.13,2021-11-29,2022-11-26
65195a89-36d6-4fce-9f55-ab665822eb1a,Tamara Wyatt,71,188.0,4.38,24,5,1,259-864-3635,zgreen@example.net,Hayesview,Delaware,09267,Premium,521.42,2022-10-29,2023-04-22
8f91df66-2dbf-4051-bccd-c3fffd95d52d,Jennifer Mullins,67,88.24,9.58,36,2,0,481-614-2087,robert44@example.org,East Stevenhaven,Tennessee,90694,Premium,906.47,2018-12-11,2023-02-11
47f568da-1383-4fcf-b567-ae24f65ebe1b,Laura Macias,71,179.25,6.16,24,1,0,398.537.4237,ryan69@example.com,Katelynview,Vermont,55673,Premium,787.92,2019-10-25,2023-04-22
bd2356c2-9971-41ff-a3e1-7d0d3de0522c,Shawn Conley,79,191.78,8.91,36,4,1,539.586.0002,ocrawford@example.org,North Kimberlyburgh,South Dakota,66027,Standard,868.52,2019-05-22,2022-10-16
7e4f66bb-c158-4aa5-94fc-4866cb822c57,Stacy Fox,51,55.99,8.31,12,2,1,(261)958-4268x9010,thomasrebecca@example.org,Port Omar,Washington,64232,Standard,237.96,2021-10-03,2023-08-04
7b7b7cd1-e0a7-4280-93ac-406a7dc1ab05,Isaiah Elliott,54,59.27,9.7,24,1,1,8817338816,mitchellsusan@example.com,West Staceyfurt,Hawaii,68763,Standard,224.76,2022-12-05,2023-05-14
e857f97c-a0c6-4471-81cc-736f73e37f1c,Connie Miller,57,57.25,2.48,12,1,1,702-988-0395x48645,petersonamber@example.net,New Jessicamouth,Indiana,97131,Basic,168.75,2021-07-07,2023-03-14
41f182c5-bebf-4e7b-99e2-265271b73943,Veronica Caldwell,70,171.68,1.03,36,5,0,666-615-4601x39665,wagneradam@example.com,West Vanessabury,South Dakota,71197,Premium,671.38,2022-11-08,2023-04-22
5bf9ff65-99f9-4649-ad9b-7cc3eda0d272,Alec Bailey,60,184.58,5.36,24,1,1,(839)384-9977x41658,ryan51@example.net,North Juan,Illinois,52688,Standard,999.61,2023-05-27,2023-07-10
9d1b8478-ce1c-4e73-a16a-d7d87001c633,Melanie Peterson,26,40.2,1.13,12,1,1,(722)599-0937x575,kkeller@example.com,Lisaland,Nevada,42362,Basic,612.41,2020-06-19,2023-05-19
3bbeddb7-63cd-40be-a191-dce68499db25,Andrew Osborn,42,40.95,5.78,12,2,1,4495863582,gallowaylindsey@example.org,East Carriehaven,North Dakota,76418,Standard,389.67,2023-06-18,2023-06-26
5ca10412-861e-4c44-a05d-f57dc1977d8d,Stephen Cannon,59,185.61,8.61,36,5,1,001-984-669-9057x13531,gjennings@example.org,Frostmouth,New York,35097,Premium,646.04,2019-08-05,2023-04-17
169f585a-a255-42f9-8944-4b30ad5d7d79,Catherine Gomez,68,101.58,3.73,12,3,0,9586509217,tracysullivan@example.org,Jessehaven,South Carolina,72899,Basic,607.24,2022-04-06,2023-04-05
4a44d13e-bfc3-4312-8bb7-dc9f471abb78,Mr. Joshua Crawford,18,79.37,7.27,12,5,1,(594)457-2906x9876,katelynjackson@example.org,Dickersonchester,Nebraska,02508,Basic,210.75,2020-07-10,2023-08-24
dd2bea0a-7c19-4a33-96e3-860ec1ca5d67,Lisa Pope,75,113.7,4.63,36,1,1,752-988-1387,michaelmiller@example.net,East Lisa,Oregon,64941,Premium,548.37,2022-04-07,2023-02-09
1958226e-4c22-4207-8694-a4695fac4810,Larry Gonzales,40,165.5,6.82,24,3,1,+1-498-903-6282x831,bradleystephanie@example.org,North Sara,Arizona,35271,Standard,708.98,2019-03-02,2022-12-24
9056b80b-b0ef-4ab1-b109-2156d1893ac9,Anne Miller,76,83.62,5.47,36,3,0,929.502.6244x720,cherylbaker@example.org,Elliottborough,Ohio,46621,Basic,762.46,2022-09-23,2022-10-06
2978a51e-a01f-41de-8b86-8bc570dd0f50,Julian Brown,61,127.04,8.74,24,5,0,343.684.6408x98783,george02@example.org,North Nicholechester,Nevada,98655,Basic,874.93,2019-10-02,2023-08-02
aba13d1e-f061-4dba-aaf7-3efcde9b5b89,Lisa Martinez,26,31.88,6.77,24,4,1,675-988-8687,gina46@example.com,Smithside,Delaware,00757,Premium,270.51,2022-11-01,2023-01-03
86ac714a-0b49-4bf2-a818-e4f80b982e3d,Edward Carter,20,53.43,3.9,24,2,1,(543)336-6889x01276,geoffrey25@example.org,Wallacemouth,Virginia,74078,Basic,210.9,2019-02-11,2023-09-27
169b1da8-4eef-42aa-afc2-e1b108109fba,Christopher Barnett,69,66.55,3.51,24,5,1,(285)473-8657,vgood@example.com,Barnesland,North Carolina,17492,Premium,564.53,2023-05-06,2023-07-04
709814ba-6368-459c-8f95-f2c40b09abb7,Lisa Spears,29,127.99,6.9,24,1,1,2828404572,timothycampbell@example.org,Marshallchester,Oregon,81565,Standard,495.75,2023-05-23,2023-05-29
186cb466-31ec-498e-9203-5a18300fa11c,Mrs. Beth Duncan MD,51,106.32,4.68,12,3,0,+1-226-531-9314x310,dsmith@example.com,Michaelchester,Idaho,59042,Premium,843.31,2022-10-23,2023-06-11
7429da9d-8b77-4ce1-a949-128bc06d9aeb,Kevin Barker,78,150.51,5.64,12,3,1,001-273-281-5912x047,amanda75@example.com,Heathburgh,North Dakota,84574,Standard,517.08,2020-09-16,2022-11-30
26c9efcc-c0f0-4126-ac57-0f9a89af39af,Megan Herrera,60,70.22,4.47,12,3,0,681-267-1885x97152,dawnhunter@example.net,Jonesmouth,Minnesota,72931,Standard,250.93,2021-11-15,2023-06-03
7b2bddf0-cc36-4fed-9873-eeca2fcb1115,Justin Bryan,51,39.22,5.08,24,4,0,+1-883-678-3224x770,chelsea26@example.com,South Melissa,Idaho,47287,Standard,560.92,2023-06-16,2023-01-21
8d263a12-77a9-4e12-801d-89b7f76082c0,Diana Williams,42,115.85,4.25,36,3,0,+1-769-341-1786,wrightsamuel@example.net,Lake Stephen,Connecticut,06376,Premium,542.01,2023-02-20,2023-04-23
992f7709-b400-40d1-89da-0ff790ac6585,Raymond Barron,59,41.84,2.73,24,4,1,555-371-9762,pwilliams@example.net,Carolside,Iowa,36352,Premium,211.45,2022-06-09,2023-08-16
344f4e2e-d67f-47e4-8978-1d3cbff2ee3c,Debra Palmer,36,94.24,3.07,36,4,0,+1-807-376-7622x231,paulwilkins@example.org,Port Benjaminfurt,Missouri,14126,Premium,309.0,2023-08-26,2023-07-21
9b150fdd-1e36-46a1-a975-ac871e6bee91,Gregory Larsen,73,134.86,6.79,36,4,1,320-756-9898,jboone@example.org,Port Glenda,Colorado,49051,Basic,993.86,2018-12-05,2023-02-12
dbd070ae-d016-4300-bcff-8eba92375b9f,Mary Diaz,44,69.51,3.48,24,4,0,001-945-391-8371x88658,carolynwalters@example.org,Jamesfurt,Oklahoma,34582,Basic,888.36,2022-11-10,2023-09-09
c494cf18-0420-49ad-bd13-c673a686cc07,Elizabeth Vance,58,44.66,6.7,24,3,0,830.457.7377x27127,gregory98@example.com,Leemouth,Massachusetts,87231,Premium,791.34,2023-05-22,2023-08-21
d8f390cf-4fff-4f26-b3b3-8bf4614796a8,Penny Morrison,48,165.89,2.71,24,4,1,200.859.3356,michellejohnson@example.org,Victoriaview,Missouri,66971,Basic,666.07,2022-12-13,2023-04-08
4075bb38-0e8b-44a8-97a0-3640ee23105f,Dustin Perez,29,165.13,1.9,36,4,1,001-822-604-0046x917,julia14@example.org,Stewartfurt,Delaware,08886,Basic,531.17,2022-09-26,2023-05-30
c47090d7-b5cd-4473-bef5-2ca7fb34b844,Peter Wiley,47,170.11,8.54,36,1,1,(319)812-3915,david39@example.com,Port Dylan,Michigan,84081,Basic,866.11,2023-06-23,2023-03-07
218b4b13-086a-4178-b893-944ca71f3372,Andrew Jackson,59,72.43,8.91,24,3,0,001-714-264-6333x642,patrick59@example.com,North Jennifer,Delaware,57465,Premium,196.79,2021-07-30,2022-10-23
36b265d7-0d65-45e7-bc47-586dcbf97420,Stacy Mitchell,76,70.57,5.93,24,4,1,242.572.9704x47651,xstewart@example.net,Port Katherineborough,West Virginia,49035,Basic,224.62,2019-11-09,2022-11-23
33eab1f4-88c9-40bd-bf68-0bc0ea4edbc1,Sarah Mullins,62,194.23,6.28,12,1,1,212-755-1711x6907,gmitchell@example.net,Andrewberg,North Dakota,45921,Basic,144.15,2022-09-29,2023-04-01
c4b5d722-2309-4ff1-a886-e99b88445265,Alexander Perry,60,147.17,2.89,12,2,1,732-357-3936x59947,briannasmith@example.net,East Allen,Indiana,41231,Standard,597.55,2020-03-03,2022-10-23
3929df19-fda0-4b54-b927-3998a40fd3e1,Kathleen Knight,56,166.87,4.7,24,4,1,(628)879-2530x600,lisa24@example.org,Batesport,North Dakota,64957,Basic,979.88,2020-02-20,2022-10-10
7953a1b8-2c69-4f48-8e6e-cc7d787f8443,James Andrews,77,96.9,2.18,12,4,0,+1-422-499-7648x58027,amy82@example.net,Heatherborough,Utah,35565,Premium,459.26,2019-11-17,2023-04-09
454fdc4c-7f22-4e39-a4ca-8561499a6743,Jeffrey White,70,67.05,5.9,24,5,1,207.943.2555,marissa98@example.org,South Danieltown,Oregon,91612,Standard,362.66,2019-09-27,2023-01-05
f61cac99-7369-410e-a898-8b237075056c,Michael Young,67,124.87,8.98,24,4,1,324-609-3913,ischmitt@example.com,Hayesburgh,Ohio,50262,Standard,993.57,2019-09-01,2023-01-02
fffe0b86-80ae-4a53-b6c4-938ee6120e33,Brooke Gonzalez,51,68.31,6.65,12,5,1,001-730-887-5118,jennifer70@example.com,Harrisview,Delaware,00721,Standard,655.97,2020-12-29,2023-05-08
bb35ecca-4bda-4a38-9134-0b8cfcc06bdf,Jennifer Gentry,30,177.3,6.55,12,2,1,001-245-575-9573x945,dorothydiaz@example.org,New Christina,Virginia,07750,Standard,656.69,2022-06-14,2023-07-15
0b68bdd4-eb11-47f9-a22f-15859b3bcda5,Gregory Garcia,57,120.04,1.07,24,3,0,(391)743-5287x51507,darrencontreras@example.com,West Margaret,Louisiana,27598,Standard,351.96,2021-11-09,2023-04-12
967d5a1c-7d53-4729-859f-7328e2a1387a,Taylor Ross,52,49.86,8.73,12,4,0,001-912-966-1742x67086,testes@example.com,Nancystad,Indiana,45700,Premium,611.77,2020-07-11,2023-04-24
d8746655-7e86-43e8-a548-13a2ff0bd390,Aaron Jones,25,55.21,8.43,36,2,0,(954)885-7850x74561,patricia71@example.net,Lake Jasmine,Georgia,29752,Standard,627.39,2019-04-06,2022-11-10
b0bc73bb-1245-4bf5-854e-8b0f70c6a070,Shawn Waters,22,74.07,7.07,12,5,0,617.715.5764x1603,amyclark@example.net,New Jaclynhaven,Virginia,14695,Basic,295.75,2022-11-04,2023-02-20
46699e8b-f776-4efc-9f67-24e102b09181,John Garcia,42,75.03,5.25,24,5,0,+1-604-874-3716x784,qhernandez@example.com,Terrifurt,Illinois,85347,Basic,347.16,2021-08-26,2023-01-14
247aafdb-ccc6-4cbc-8ba8-110aae4eb136,Greg Blankenship,56,145.7,4.22,12,1,0,(815)564-1612x986,kennethbaldwin@example.org,Michaelmouth,Mississippi,06797,Basic,535.07,2021-10-04,2023-07-13
2d610779-d944-4f49-bd38-8878542e599d,Rebecca Ortiz,40,85.0,9.37,12,3,0,904.240.4270x0984,hallisaiah@example.org,Zacharyville,Wyoming,81849,Basic,785.49,2021-04-10,2023-03-23
550b2279-7c40-4662-9cb6-ff553ee2083a,Ray Hamilton,46,194.86,5.77,12,5,1,+1-487-935-1965,todd11@example.net,East Mollyton,Maryland,65067,Premium,595.05,2019-10-09,2022-12-31
9a7dae60-8774-48ca-82c3-eb323a996ee3,Sandra Schmidt,66,36.14,6.38,24,5,1,(886)680-3762,robertsjeffrey@example.org,Bushshire,North Dakota,29086,Premium,742.59,2023-03-31,2022-10-21
0af99a13-afe6-4d2d-8aa3-68dc0bb5a6a6,Anna White,72,103.2,3.05,12,1,1,+1-281-207-8231,ybullock@example.net,South Jon,Texas,77996,Premium,255.21,2018-10-07,2023-03-19
e6231731-dfc0-4afc-9e4e-288c375c8626,April Johnson,49,197.94,1.75,36,4,1,001-704-389-1656x243,schmidtedward@example.net,North Brian,Vermont,89275,Premium,449.69,2022-05-30,2022-11-09
94f3f908-2381-4be2-9e6f-3bea4c654954,Stephanie Smith,26,121.12,1.67,24,1,0,542-467-5763,karamorris@example.org,Jamesland,Massachusetts,72478,Premium,506.37,2022-10-21,2022-10-29
2e0fc9f4-1d9a-41f1-b0af-ede22873fae0,David Hernandez,41,118.75,1.27,36,5,0,907-247-9063,seancohen@example.org,New Brandon,Pennsylvania,74384,Standard,300.76,2020-01-28,2023-06-09
df52575f-5642-4f3c-96da-d98346e19992,Nancy Moon,79,150.91,6.15,24,4,0,(899)901-4640,escott@example.net,Armstrongmouth,Utah,67400,Standard,427.99,2020-04-20,2023-09-29
1d03b550-5b7e-4aca-af71-ff4fc4dceb6a,Daniel Walters,48,75.05,5.47,12,5,1,+1-726-801-1376x103,samantha32@example.org,Nunezview,Illinois,91133,Basic,662.99,2023-01-09,2023-04-16
e307aec7-16f7-4735-b796-1daa698b6502,Christy Reyes,38,187.36,6.88,12,4,1,(821)950-9810,sarah21@example.org,Port Sean,Washington,15148,Basic,529.81,2021-12-03,2023-09-28
d76a6518-bdcc-4782-96e3-7770e2e04c25,Kathryn Johnson,33,130.63,4.6,36,2,1,501-901-0492x9538,hensleysherri@example.com,Wardland,Indiana,83329,Standard,385.76,2022-01-13,2023-09-21
4b83cc19-d4b1-435f-ba96-9158b2625b36,Michael Le,80,138.21,1.04,24,2,0,6656682640,hhopkins@example.org,West Holly,Oklahoma,47635,Standard,599.71,2020-07-10,2022-10-23
f61ab645-1f7c-404c-ad7c-bde506efcc96,Mary Martinez,61,151.58,8.68,36,2,1,248-280-9760,stevenyoung@example.org,Lake Gregoryburgh,New Hampshire,14628,Standard,703.06,2021-03-29,2023-03-14
c1e6f19b-8d14-4f31-aee4-754dcda1943d,Wayne Andersen,67,103.27,3.06,12,4,0,+1-836-507-5501x0147,lindagray@example.com,Port Kevin,Wyoming,67200,Standard,569.96,2022-04-10,2023-08-20
b0f5129d-9fbe-4b8a-b18d-34a9b2f89e20,Stefanie Nichols,41,54.09,5.43,24,2,1,918-776-2983x263,odavis@example.org,West Andrewmouth,Colorado,22847,Standard,145.32,2019-01-14,2023-03-07
8ef7cd18-69b3-47e2-b815-11de7299adde,Donald Castillo,78,178.1,8.24,12,3,1,+1-596-608-3680x5462,kaylee44@example.com,West Robert,Wisconsin,92445,Basic,808.47,2019-01-25,2023-04-06
21d114b5-1ced-4a94-a842-5258a0018502,Kevin Fletcher,69,157.44,5.44,24,3,1,(271)621-3836x584,normajones@example.org,Sandovalburgh,Montana,14294,Basic,931.83,2022-01-08,2023-04-05
2f28fe84-ab9d-40c2-aab5-8c1c82699d50,Nathaniel Hopkins,52,138.35,6.67,12,4,0,(825)589-7838x914,kburke@example.org,Danielville,New Jersey,20293,Basic,261.36,2020-05-24,2023-06-20
5bb2151f-540f-408f-b988-463a8e3cff38,Sherri Morales,58,62.92,6.23,12,3,1,981.529.2874x0649,lbennett@example.org,Davidfurt,South Dakota,68278,Standard,902.55,2021-03-19,2023-08-09
49b4e302-a0d4-4bd7-aaa4-312ffc6ec3c6,Meghan Carter,62,120.55,8.42,36,2,1,+1-537-721-0401,cindy17@example.net,North Juanside,Delaware,73658,Standard,962.06,2019-04-15,2023-04-07
54875906-ac0f-495a-86f1-aacb0036d4be,Christopher Sanchez,27,31.33,7.56,24,1,1,842.687.6161,atkinsjimmy@example.net,Port Cherylside,Colorado,53777,Basic,301.55,2021-02-07,2023-07-23
733e5bb8-c1bd-48c7-af5b-8237cd1707f4,Billy Brown,31,188.85,7.48,12,1,1,(745)702-1327x963,lchavez@example.org,North Stephanieland,Idaho,77664,Basic,207.78,2019-03-14,2022-12-04
e3690be9-1fe6-40af-bcaa-a81e253bf5ba,Robert Williams,70,197.14,3.26,24,3,1,4302017814,qward@example.com,West Jessica,Texas,07705,Standard,297.94,2022-10-19,2022-12-23
a3cc43bb-16dc-4fb8-b590-f9ebc7d21a17,Devin Jensen,72,92.93,9.73,36,2,1,539.902.8774,hjuarez@example.org,Kathrynmouth,Hawaii,00540,Basic,441.11,2021-12-24,2023-01-30
59aad4c2-e501-4b81-8afb-e2a121914c33,Sandra Adams,42,94.64,6.46,12,5,1,001-578-556-3867x622,judyhubbard@example.com,South Debrahaven,Oregon,26443,Basic,369.69,2022-08-01,2022-11-23
8bd8f35b-a4e6-4aff-8ff9-4e461c5b375f,Karen Welch,39,137.68,9.81,12,2,1,953.634.4436x861,vargasstanley@example.org,Warrenfurt,Washington,64494,Basic,755.65,2021-05-19,2022-10-15
b3521ab2-f19b-43a1-b604-5c4127b0e01e,Michael Green,39,137.87,2.71,24,1,0,001-775-439-6985x8015,willie17@example.net,Lake Michelle,Maine,45193,Basic,835.74,2023-03-26,2022-12-02
aecf4105-1a27-40c7-aa91-112685c112e3,Brooke Robinson,45,179.55,4.15,36,5,0,(534)530-6833x5180,tanderson@example.org,Stewartmouth,Kentucky,46248,Standard,599.44,2019-09-29,2022-10-22
ab185f51-c4ae-4e30-becc-0509ba06b752,Timothy Burns,77,155.23,3.14,12,2,0,001-707-342-1313x739,westalicia@example.org,Port Eric,North Carolina,37396,Premium,528.6,2018-11-29,2023-01-14
53675b71-0e7f-4ff4-bc50-f6796a26b5c3,Patrick Hansen Jr.,40,128.77,6.05,12,1,0,(367)509-3699x473,jennifermeyer@example.net,Rogersport,Alabama,56273,Premium,899.14,2020-08-28,2023-06-26
8cdbfc53-643d-4bcc-855d-485c48eba867,Steven Allen,36,47.42,5.05,12,2,0,(818)771-8977x3841,wgonzalez@example.com,Lake Reneeville,New Jersey,38231,Basic,891.85,2020-08-24,2023-06-19
416f5114-282d-4134-b017-d58177e228f8,Jessica White,48,40.08,1.0,24,2,1,001-555-910-7713x7683,millertracy@example.com,South Juan,California,15005,Basic,542.71,2018-11-03,2023-02-21
65a02032-4a52-422f-8a68-14c4cec53c69,Lindsey Carson,52,194.57,5.67,24,3,1,(204)315-5401,laura72@example.net,South Carrie,Idaho,92752,Premium,734.01,2021-01-12,2023-01-24
6635b86c-83b5-4f73-b4a6-4b0ee4fc96a2,Herbert Ryan,73,187.98,8.9,24,4,1,(241)608-3727x9977,uscott@example.net,West Robert,Illinois,16656,Basic,544.54,2020-10-17,2023-08-18
a9cc52a9-ce83-44f4-a1e3-1143151f5927,Andrea Lopez,69,117.78,7.83,24,4,1,553-851-9209x5187,dhernandez@example.org,Pattonchester,South Dakota,72807,Premium,914.09,2022-03-25,2023-02-26
b8c1b102-c808-4534-942c-2640323ff65c,Kelly Riggs,48,194.36,5.23,24,4,1,(696)836-8496,jenkinsjenna@example.net,New Lisa,Georgia,49231,Basic,586.54,2019-09-04,2023-05-06
63c92cf2-f483-45ca-95ae-444e114a7ad4,Francisco Scott,52,43.87,1.83,12,3,1,807.963.6932,seanhoward@example.org,Port Kenneth,Ohio,30706,Standard,843.06,2020-04-03,2022-10-06
1be452c3-335f-45e9-bd54-d9753d4acc42,Alexander Cox,43,109.04,4.76,12,1,1,+1-504-479-3225,polson@example.net,Kathleenstad,Utah,98618,Basic,123.99,2021-06-30,2023-09-18
cc5d258d-53b7-48c0-92f6-60c965ef7217,Anna Berry,32,53.77,5.48,12,1,1,601-947-3536x19372,andersonpatrick@example.net,South Tracieside,Florida,45729,Premium,953.43,2023-09-29,2022-10-02
9b829956-eb65-41f6-9a99-3c596922f0b7,James Perry,77,117.63,3.26,24,4,0,001-596-842-5979,zjones@example.net,Brownchester,Tennessee,54141,Standard,660.16,2022-11-14,2022-10-06
eefbbe8a-26aa-4a01-a07f-8d13d57fd6a5,Blake Schwartz,75,109.29,9.42,24,1,0,398.878.3209x13248,ssmith@example.org,Perkinsfurt,Texas,91751,Standard,240.34,2022-10-16,2022-12-22
a180cebc-ef6a-44d4-933d-266a404f1c9c,Lance Harris,31,142.08,9.94,24,4,0,284-213-8526x7695,drew10@example.org,South Kelly,Indiana,86944,Premium,285.38,2021-04-26,2023-01-24
cd94dc98-ee73-4f76-a2c6-66d7a59f06f7,Michael Cabrera,80,81.15,4.25,24,5,1,001-464-669-9714x96615,graytyler@example.com,Munozmouth,New Hampshire,35944,Standard,567.62,2022-08-05,2022-11-25
48c8fe44-c292-439e-8396-87481b90eb05,Erica Clark,21,117.6,9.83,12,2,1,680.250.6362,michelle08@example.org,Debraland,Maryland,84006,Basic,722.39,2021-05-02,2023-09-06
1fef34b4-18e9-4589-ba8e-ee2c1571f6b0,Albert Phillips,53,85.6,9.58,12,3,1,+1-672-366-3895x420,geoffrey19@example.net,Brittanyfurt,South Carolina,28946,Basic,559.23,2021-02-18,2023-05-20
7b22db68-68b0-481b-a797-204a95576e9b,Danny Braun,40,180.29,2.78,24,2,1,566.419.1544x957,dlong@example.org,South Seanside,Pennsylvania,86989,Standard,353.91,2018-10-29,2023-07-18
718d9daa-a95c-4ef6-938b-5c31633e7c4d,Gregory Duncan,31,69.51,2.92,36,4,1,(740)598-8027x85518,nmcmillan@example.com,East Anna,Texas,15721,Premium,781.42,2019-06-03,2023-06-13
7ea6392e-aed9-4ffb-8b83-aa03b12689d2,Megan Mitchell,32,50.15,2.37,12,5,1,322-329-1661x3121,xbryan@example.net,Stephenberg,Ohio,66088,Standard,683.86,2023-07-29,2023-03-06
89cc1b68-c679-4fd7-9023-fa147a88ba2d,Crystal Black,62,61.33,7.52,24,1,1,(494)438-8287,andersonkathleen@example.org,New Randalltown,Maryland,81544,Standard,363.39,2021-02-05,2023-05-07
1c5dbee4-8823-47b4-8d4f-4b604fa5d644,Emily Bryant,46,139.64,1.97,12,5,0,001-366-800-8063x1830,burkeearl@example.net,New Bethview,New Mexico,77788,Standard,684.95,2020-10-30,2022-12-19
9262081b-2b52-47f2-9941-05530c14a661,Jason Perry,61,109.6,2.54,24,3,0,8472064486,dominguezgregory@example.net,South Amanda,Arizona,62991,Standard,786.72,2022-02-07,2023-08-30
975e165c-287d-4a2e-b5aa-b42060904530,Michelle Hull,74,92.29,2.24,36,3,0,+1-489-427-9498x721,rkelly@example.net,North Anna,New Hampshire,02721,Basic,909.5,2021-06-26,2023-03-26
8a14d10b-08c4-481f-bb26-6caebde9ef44,Lisa Bates,36,73.48,5.94,12,5,1,873.947.5366,cenglish@example.com,Jacquelinechester,South Carolina,36743,Premium,153.3,2020-10-10,2023-07-10
bdcbabd8-1e20-4268-a9da-280b9f62cbfd,Michelle Jones,32,34.91,6.85,24,3,1,001-542-429-8729x646,rjones@example.com,Lake Nicholasland,Delaware,74763,Standard,719.35,2021-01-18,2022-10-16
61a2ef71-d142-4173-96ae-0b65fff9dfee,Bethany Smith,69,109.27,1.08,36,2,0,6348532844,emily92@example.org,North Susan,Kansas,11981,Basic,138.62,2022-03-12,2023-06-04
0e7d391e-8a40-47f3-b959-82eb9f381384,Jaime Richardson,42,44.67,1.39,36,2,1,915-589-1281,susantaylor@example.org,South Joanna,Iowa,39545,Standard,641.53,2018-11-07,2023-03-22
2d7cf9f5-c264-4d5c-8257-b02dee0e0516,Andrew Hudson,61,59.0,1.31,24,1,0,6959404212,kpage@example.com,Moralestown,Pennsylvania,32571,Basic,295.72,2020-01-03,2023-06-16
b166b8ac-d7dd-4c7c-b733-acd1073695ac,Benjamin Graham,48,175.72,9.42,36,1,0,922-349-3362,veronica51@example.com,Samanthaland,Massachusetts,54027,Premium,245.95,2022-01-21,2023-01-27
f95e4cad-6315-4e0a-8006-211360b60af9,Jacob Singh,24,157.87,3.61,12,5,0,(929)704-1737x069,drogers@example.com,Duncanmouth,Nebraska,47426,Basic,868.25,2021-10-19,2023-05-21
d45d5605-8504-4743-afaa-6d82f4261dd3,Michael Willis,46,137.33,6.17,24,5,1,001-238-485-9833x949,angelatorres@example.org,Jimmymouth,Maine,06807,Basic,875.53,2022-05-09,2023-06-25
e56fb2db-0336-4dd6-857d-65152c01ae4d,Cindy Watkins,19,69.16,7.95,24,2,0,484-760-2128x2794,lewisjason@example.net,New Tammyton,Maine,82861,Premium,104.55,2022-02-07,2022-10-29
39d16c45-f970-403d-9735-196fb1a6fbbb,Chad Cooper,63,164.0,5.42,12,1,1,684.508.1705x5546,mullenjennifer@example.com,Clarkshire,Nevada,28670,Basic,178.28,2023-08-15,2023-06-10
9a9b1894-d357-4a1f-8a92-af58bb308c7e,Stacey Marquez,60,87.05,7.46,36,2,1,576-323-0068,patricia38@example.org,Jeremybury,Hawaii,07373,Premium,729.64,2022-04-27,2023-03-29
c9aef6c5-7e2f-40d3-add8-551ba25f5de8,Brenda Mercado,32,178.15,6.66,12,1,0,757-487-6071,nrobbins@example.org,Derrickton,Connecticut,79158,Standard,789.7,2021-07-20,2022-11-04
e8246932-c2ea-428f-b825-685bae5290dc,Margaret Singh,41,97.0,2.39,12,5,1,(837)606-0814,bgeorge@example.org,Campbellport,Michigan,65287,Basic,790.65,2019-11-08,2023-04-27
d73e6b0c-be4a-483e-92e7-27ce1028add6,Randall Snyder,58,137.94,7.65,12,4,0,895-420-5304,paulaadams@example.net,East Joann,New Mexico,55540,Basic,444.29,2020-10-21,2023-09-09
aa8d8d07-0c50-4ddb-a594-b5dda1738904,Jessica Ramirez,18,164.2,3.74,24,4,1,001-447-737-3800x2514,richardhouston@example.com,West Edward,Arkansas,95443,Standard,542.27,2021-01-16,2023-05-08
51693905-7083-4f9d-8fcf-df20fd8d27d2,Laura Brewer,45,159.44,3.1,24,5,0,800-986-0291x689,cjohnson@example.org,South Tonya,Arizona,70275,Standard,106.93,2020-11-22,2023-09-15
b8b20006-5975-4f15-aacc-f8e77a25ee3c,Alexis White,71,153.47,9.47,36,5,1,001-947-434-2942x62754,lisadalton@example.com,Port Patrickberg,Texas,20178,Basic,432.47,2020-02-04,2023-05-16
1b91c193-d8fc-4492-9824-e8bde434ee24,Luis Cochran,32,146.31,8.12,24,4,0,540-873-4890x57596,xalexander@example.net,New Arthurborough,Wisconsin,14146,Standard,853.04,2020-02-17,2023-06-19
a5426f47-75d7-45a3-be41-d8d3c7cceb5c,Maureen Richard,24,72.24,1.18,36,5,1,001-641-934-7109x8897,fortiz@example.org,Raymondfort,Florida,82526,Standard,445.18,2023-07-14,2023-03-15
ade43652-4948-4c0f-8e0e-cc1809f7c120,Darin Decker,63,146.33,2.82,36,3,0,532.371.6170,bstuart@example.org,Michelletown,New Hampshire,85066,Premium,345.9,2023-06-20,2023-01-14
8050e8a1-a6a5-4b18-a44e-94096e72b4df,Alexis Trujillo,60,160.4,8.31,12,1,0,+1-286-832-8789,smithmelissa@example.com,Velazquezview,Indiana,40464,Premium,464.78,2022-12-29,2023-03-06
7b55aa4d-3d93-4332-a551-ce91c1dd7e84,Laurie Moore,52,143.55,1.87,12,3,1,+1-399-723-8539x940,psmith@example.com,West Ashleyhaven,Arizona,93182,Premium,988.69,2022-08-14,2023-07-15
